the_geom,BoroCode,BoroName,BoroCD,CounDist,AssemDist,StSenDist,CongDist,street,segmentid,Rank,PMP_ID,NTA2020,Boro,Category,NTAName,FEMAFldz,FEMAFldT,HrcEvac,SHAPE_Leng
"MULTILINESTRING ((-73.97925462771995 40.775078354002865, -73.97933019003375 40.77510947544666))",1,Manhattan,107,6,75,27,10,WEST 69 STREET,310187,3,33065,MN0701,MN,Neighborhood,Upper West Side-Lincoln Square,X,AREA OF MINIMAL FLOOD HAZARD,,23.8025347567
"MULTILINESTRING ((-73.97737084925268 40.77428100681598, -73.97925462771995 40.775078354002865))",1,Manhattan,"164,107",6,75,"29,27",10,WEST 69 STREET,310185,3,33065,MN0701,MN,Neighborhood,"Upper West Side-Lincoln Square,Central Park",X,AREA OF MINIMAL FLOOD HAZARD,,597.171721021
"MULTILINESTRING ((-73.95741202512652 40.765868753886465, -73.9569405178519 40.76566967170323))",1,Manhattan,108,5,76,28,12,EAST 69 STREET,326250,3,33656,MN0801,MN,Neighborhood,Upper East Side-Lenox Hill-Roosevelt Island,X,AREA OF MINIMAL FLOOD HAZARD,,149.399273314
"MULTILINESTRING ((-73.96844155970726 40.77051632627984, -73.96684709933749 40.76984666945198))",1,Manhattan,"164,108","6,4","73,75","28,29","10,12",EAST 69 STREET,36204,3,33880,MN0802,MN,Neighborhood,"Upper East Side-Carnegie Hill,Central Park",X,AREA OF MINIMAL FLOOD HAZARD,,504.55747342
"MULTILINESTRING ((-73.96844155970726 40.77051632627984, -73.96684709933749 40.76984666945198))",1,Manhattan,"164,108","6,4","73,75","28,29","10,12",EAST 69 STREET,36204,3,33880,MN0802,MN,Neighborhood,"Upper East Side-Carnegie Hill,Central Park",X,AREA OF MINIMAL FLOOD HAZARD,,504.55747342
"MULTILINESTRING ((-73.96844155970726 40.77051632627984, -73.96684709933749 40.76984666945198))",1,Manhattan,"164,108","6,4","73,75","28,29","10,12",EAST 69 STREET,36204,3,33880,MN0802,MN,Neighborhood,"Upper East Side-Carnegie Hill,Central Park",X,AREA OF MINIMAL FLOOD HAZARD,,504.55747342
"MULTILINESTRING ((-73.96201413192361 40.767812308662144, -73.96116171204015 40.76745263793309))",1,Manhattan,108,4,"73,76",28,12,EAST 69 STREET,217378,3,33794,MN0801,MN,Neighborhood,"Upper East Side-Lenox Hill-Roosevelt Island,Upper East Side-Carnegie Hill",X,AREA OF MINIMAL FLOOD HAZARD,,270.044599637
"MULTILINESTRING ((-73.96116171204015 40.76745263793309, -73.95977640579298 40.76686810036089))",1,Manhattan,108,"5,4",76,28,12,EAST 69 STREET,217379,3,33794,MN0801,MN,Neighborhood,Upper East Side-Lenox Hill-Roosevelt Island,X,AREA OF MINIMAL FLOOD HAZARD,,438.867705031
"MULTILINESTRING ((-73.96361826405192 40.76848663723245, -73.96201413192361 40.767812308662144))",1,Manhattan,108,4,"73,76",28,12,EAST 69 STREET,36433,3,33980,MN0802,MN,Neighborhood,"Upper East Side-Lenox Hill-Roosevelt Island,Upper East Side-Carnegie Hill",X,AREA OF MINIMAL FLOOD HAZARD,,507.737322875
"MULTILINESTRING ((-73.9875959486713 40.778597363801616, -73.9883108599844 40.77888369016148))",1,Manhattan,107,6,67,27,10,WEST 69 STREET,195636,3,33170,MN0701,MN,Neighborhood,Upper West Side-Lincoln Square,X,AREA OF MINIMAL FLOOD HAZARD,2,223.797140889
"MULTILINESTRING ((-73.98224234829452 40.77633439329153, -73.98304666772222 40.77668267660227))",1,Manhattan,107,6,67,27,10,WEST 69 STREET,164888,3,33099,MN0701,MN,Neighborhood,Upper West Side-Lincoln Square,X,AREA OF MINIMAL FLOOD HAZARD,,256.371377688
"MULTILINESTRING ((-73.9652374672016 40.76916845813808, -73.96512772832807 40.76912316566978))",1,Manhattan,108,4,73,28,12,EAST 69 STREET,165573,3,33973,MN0802,MN,Neighborhood,Upper East Side-Carnegie Hill,X,AREA OF MINIMAL FLOOD HAZARD,,34.5871987063
"MULTILINESTRING ((-73.96512772832807 40.76912316566978, -73.96361826405192 40.76848663723245))",1,Manhattan,108,4,73,28,12,EAST 69 STREET,165574,3,33973,MN0802,MN,Neighborhood,Upper East Side-Carnegie Hill,X,AREA OF MINIMAL FLOOD HAZARD,,478.121807097
"MULTILINESTRING ((-73.96512772832807 40.76912316566978, -73.96361826405192 40.76848663723245))",1,Manhattan,108,4,73,28,12,EAST 69 STREET,165574,3,33973,MN0802,MN,Neighborhood,Upper East Side-Carnegie Hill,X,AREA OF MINIMAL FLOOD HAZARD,,478.121807097
"MULTILINESTRING ((-73.98020908089104 40.77548038469611, -73.98201284914794 40.77624646955292))",1,Manhattan,107,6,"67,75",27,10,WEST 69 STREET,164885,3,33114,MN0701,MN,Neighborhood,Upper West Side-Lincoln Square,X,AREA OF MINIMAL FLOOD HAZARD,,572.262210114
"MULTILINESTRING ((-73.98201284914794 40.77624646955292, -73.9821372391534 40.77629755639935))",1,Manhattan,107,6,67,27,10,WEST 69 STREET,164886,3,33114,MN0701,MN,Neighborhood,Upper West Side-Lincoln Square,X,AREA OF MINIMAL FLOOD HAZARD,,39.1578481279
"MULTILINESTRING ((-73.9821372391534 40.77629755639935, -73.98224234829452 40.77633439329153))",1,Manhattan,107,6,67,27,10,WEST 69 STREET,164887,3,33099,MN0701,MN,Neighborhood,Upper West Side-Lincoln Square,X,AREA OF MINIMAL FLOOD HAZARD,,32.0561055246
"MULTILINESTRING ((-73.9656592048507 40.76934697705359, -73.96533896325073 40.769212262191424))",1,Manhattan,108,4,73,28,12,EAST 69 STREET,330791,3,33987,MN0802,MN,Neighborhood,Upper East Side-Carnegie Hill,X,AREA OF MINIMAL FLOOD HAZARD,,101.377793964
"MULTILINESTRING ((-73.96684709933749 40.76984666945198, -73.9656592048507 40.76934697705359))",1,Manhattan,108,4,73,28,12,EAST 69 STREET,330790,3,33987,MN0802,MN,Neighborhood,Upper East Side-Carnegie Hill,X,AREA OF MINIMAL FLOOD HAZARD,,376.043734171
"MULTILINESTRING ((-73.95915646419172 40.766606079670396, -73.9589509295416 40.76651920795506))",1,Manhattan,108,5,76,28,12,EAST 69 STREET,335122,3,33701,MN0801,MN,Neighborhood,Upper East Side-Lenox Hill-Roosevelt Island,X,AREA OF MINIMAL FLOOD HAZARD,,65.1399157397
"MULTILINESTRING ((-73.95886015605232 40.76648084202742, -73.95741202512652 40.765868753886465))",1,Manhattan,108,5,76,28,12,EAST 69 STREET,313127,3,33701,MN0801,MN,Neighborhood,Upper East Side-Lenox Hill-Roosevelt Island,X,AREA OF MINIMAL FLOOD HAZARD,,458.960085594
"MULTILINESTRING ((-73.9589509295416 40.76651920795506, -73.95886015605232 40.76648084202742))",1,Manhattan,108,5,76,28,12,EAST 69 STREET,313126,3,33701,MN0801,MN,Neighborhood,Upper East Side-Lenox Hill-Roosevelt Island,X,AREA OF MINIMAL FLOOD HAZARD,,28.7686782601
"MULTILINESTRING ((-73.9839578752002 40.72547277133846, -73.98163135293007 40.72449139553272))",1,Manhattan,103,2,74,"26,27",12,EAST 6 STREET,33101,4,31556,MN0303,MN,Community,East Village,X,AREA OF MINIMAL FLOOD HAZARD,"2,4,5",737.347301939
"MULTILINESTRING ((-73.9839578752002 40.72547277133846, -73.98163135293007 40.72449139553272))",1,Manhattan,103,2,74,"26,27",12,EAST 6 STREET,33101,4,31556,MN0303,MN,Community,East Village,X,AREA OF MINIMAL FLOOD HAZARD,"2,4,5",737.347301939
"MULTILINESTRING ((-73.98853796281773 40.72740161869014, -73.98616358058538 40.726398232372674))",1,Manhattan,103,2,"74,66",27,12,EAST 6 STREET,32908,4,31541,MN0303,MN,Community,East Village,X,AREA OF MINIMAL FLOOD HAZARD,"5,6",752.821245356
"MULTILINESTRING ((-73.97865776530935 40.72324263280941, -73.97859478700514 40.723216047087284))",1,Manhattan,103,2,74,"26,27",12,EAST 6 STREET,9000713,4,31675,MN0303,MN,Community,East Village,X,0.2 PCT ANNUAL CHANCE FLOOD HAZARD,2,19.9637463563
"MULTILINESTRING ((-73.97590064953053 40.72207741125662, -73.97579096243729 40.72203096337844))",1,Manhattan,103,2,74,"26,27",7,EAST 6 STREET,9001534,4,31668,MN0303,MN,Community,East Village,AE,,"1,2",34.7961872061
"MULTILINESTRING ((-73.97579096243729 40.72203096337844, -73.97560291154556 40.721951333051415))",1,Manhattan,103,2,74,"26,27",7,EAST 6 STREET,9001535,4,31668,MN0303,MN,Community,East Village,AE,,"1,2",59.6554500312
"MULTILINESTRING ((-73.97560291154556 40.721951333051415, -73.9755327831068 40.72192163557511))",1,Manhattan,103,2,74,"26,27",7,EAST 6 STREET,9001536,4,31668,MN0303,MN,Community,East Village,AE,,"1,2",22.2471528492
"MULTILINESTRING ((-73.9755327831068 40.72192163557511, -73.97536764383185 40.7218517064158))",1,Manhattan,103,2,74,"26,27",7,EAST 6 STREET,9001537,4,31668,MN0303,MN,Community,East Village,AE,,"1,2",52.38739022
"MULTILINESTRING ((-73.97536764383185 40.7218517064158, -73.97530710366007 40.721826069448966))",1,Manhattan,103,2,74,"26,27",7,EAST 6 STREET,9001538,4,31668,MN0303,MN,Community,East Village,AE,,"1,2",19.2054212681
"MULTILINESTRING ((-73.97530710366007 40.721826069448966, -73.97476299212369 40.7215956560566))",1,Manhattan,103,2,74,"26,27",7,EAST 6 STREET,9001539,4,31668,MN0303,MN,Community,East Village,AE,,"1,2",172.610813489
"MULTILINESTRING ((-73.97605754733365 40.722143850262306, -73.97590064953053 40.72207741125662))",1,Manhattan,103,2,74,"26,27",7,EAST 6 STREET,9000824,4,31668,MN0303,MN,Community,East Village,AE,,"1,2",49.7727625592
"MULTILINESTRING ((-73.97605754733365 40.722143850262306, -73.97590064953053 40.72207741125662))",1,Manhattan,103,2,74,"26,27",7,EAST 6 STREET,9000824,4,31668,MN0303,MN,Community,East Village,AE,,"1,2",49.7727625592
"MULTILINESTRING ((-73.97605754733365 40.722143850262306, -73.97590064953053 40.72207741125662))",1,Manhattan,103,2,74,"26,27",7,EAST 6 STREET,9000824,4,31668,MN0303,MN,Community,East Village,AE,,"1,2",49.7727625592
"MULTILINESTRING ((-73.97615968450565 40.72218709951399, -73.97605754733365 40.722143850262306))",1,Manhattan,103,2,74,"26,27",7,EAST 6 STREET,9000822,4,31668,MN0303,MN,Community,East Village,AE,,"1,2",32.4007991575
"MULTILINESTRING ((-73.97626631885541 40.72223225417948, -73.97615968450565 40.72218709951399))",1,Manhattan,103,2,74,"26,27",7,EAST 6 STREET,9000820,4,31668,MN0303,MN,Community,East Village,AE,,"1,2",33.8276118092
"MULTILINESTRING ((-73.97632766450067 40.72225823029804, -73.97626631885541 40.72223225417948))",1,Manhattan,103,2,74,"26,27",7,EAST 6 STREET,9000818,4,31668,MN0303,MN,Community,East Village,AE,,"1,2",19.4605106185
"MULTILINESTRING ((-73.97632766450067 40.72225823029804, -73.97626631885541 40.72223225417948))",1,Manhattan,103,2,74,"26,27",7,EAST 6 STREET,9000818,4,31668,MN0303,MN,Community,East Village,AE,,"1,2",19.4605106185
"MULTILINESTRING ((-73.97632766450067 40.72225823029804, -73.97626631885541 40.72223225417948))",1,Manhattan,103,2,74,"26,27",7,EAST 6 STREET,9000818,4,31668,MN0303,MN,Community,East Village,AE,,"1,2",19.4605106185
"MULTILINESTRING ((-73.97645283168214 40.72231123203669, -73.97632766450067 40.72225823029804))",1,Manhattan,103,2,74,"26,27",7,EAST 6 STREET,9000816,4,31668,MN0303,MN,Community,East Village,"AE,X",",0.2 PCT ANNUAL CHANCE FLOOD HAZARD","1,2",39.7066207149
"MULTILINESTRING ((-73.97645283168214 40.72231123203669, -73.97632766450067 40.72225823029804))",1,Manhattan,103,2,74,"26,27",7,EAST 6 STREET,9000816,4,31668,MN0303,MN,Community,East Village,"AE,X",",0.2 PCT ANNUAL CHANCE FLOOD HAZARD","1,2",39.7066207149
"MULTILINESTRING ((-73.97650689460295 40.72233412412589, -73.97645283168214 40.72231123203669))",1,Manhattan,103,2,74,"26,27",7,EAST 6 STREET,9000815,4,31668,MN0303,MN,Community,East Village,X,0.2 PCT ANNUAL CHANCE FLOOD HAZARD,"1,2",17.1501738533
"MULTILINESTRING ((-73.97673188044446 40.72242939238571, -73.97650689460295 40.72233412412589))",1,Manhattan,103,2,74,"26,27",7,EAST 6 STREET,9000813,4,31668,MN0303,MN,Community,East Village,X,0.2 PCT ANNUAL CHANCE FLOOD HAZARD,"1,2",71.3716276229
"MULTILINESTRING ((-73.97689230304246 40.722497237558436, -73.97673188044446 40.72242939238571))",1,Manhattan,103,2,74,"26,27","7,12",EAST 6 STREET,9000811,4,31668,MN0303,MN,Community,East Village,X,0.2 PCT ANNUAL CHANCE FLOOD HAZARD,"1,2",50.8754247368
"MULTILINESTRING ((-73.97820653926671 40.72305214908698, -73.97689230304246 40.722497237558436))",1,Manhattan,103,2,74,"26,27","7,12",EAST 6 STREET,9000721,4,31675,MN0303,MN,Community,East Village,X,"0.2 PCT ANNUAL CHANCE FLOOD HAZARD,AREA OF MINIMAL FLOOD HAZARD","1,2",416.628164602
"MULTILINESTRING ((-73.97928008217818 40.72350534040723, -73.97915137659393 40.72345100835703))",1,Manhattan,103,2,74,"26,27",12,EAST 6 STREET,9000699,4,31675,MN0303,MN,Community,East Village,X,0.2 PCT ANNUAL CHANCE FLOOD HAZARD,2,40.7988121074
"MULTILINESTRING ((-73.97915137659393 40.72345100835703, -73.9790896038582 40.723424931011934))",1,Manhattan,103,2,74,"26,27",12,EAST 6 STREET,9000700,4,31675,MN0303,MN,Community,East Village,X,0.2 PCT ANNUAL CHANCE FLOOD HAZARD,2,19.5816375509
"MULTILINESTRING ((-73.9790896038582 40.723424931011934, -73.97902937797241 40.72339950768515))",1,Manhattan,103,2,74,"26,27",12,EAST 6 STREET,9000701,4,31675,MN0303,MN,Community,East Village,X,0.2 PCT ANNUAL CHANCE FLOOD HAZARD,2,19.0911201669
"MULTILINESTRING ((-73.97902937797241 40.72339950768515, -73.97896911189443 40.72337406720974))",1,Manhattan,103,2,74,"26,27",12,EAST 6 STREET,9000702,4,31675,MN0303,MN,Community,East Village,X,0.2 PCT ANNUAL CHANCE FLOOD HAZARD,2,19.1038985255
"MULTILINESTRING ((-73.97896911189443 40.72337406720974, -73.97890406818115 40.723346609587))",1,Manhattan,103,2,74,"26,27",12,EAST 6 STREET,9000704,4,31675,MN0303,MN,Community,East Village,X,0.2 PCT ANNUAL CHANCE FLOOD HAZARD,2,20.6184390016
"MULTILINESTRING ((-73.97827551978904 40.723081269287675, -73.97820653926671 40.72305214908698))",1,Manhattan,103,2,74,"26,27",12,EAST 6 STREET,9000720,4,31675,MN0303,MN,Community,East Village,X,AREA OF MINIMAL FLOOD HAZARD,2,21.8665774449
"MULTILINESTRING ((-73.97890406818115 40.723346609587, -73.97884392054625 40.72332121859555))",1,Manhattan,103,2,74,"26,27",12,EAST 6 STREET,9000706,4,31675,MN0303,MN,Community,East Village,X,0.2 PCT ANNUAL CHANCE FLOOD HAZARD,2,19.0664555364
"MULTILINESTRING ((-73.97884392054625 40.72332121859555, -73.97878699673316 40.72329718883623))",1,Manhattan,103,2,74,"26,27",12,EAST 6 STREET,9000707,4,31675,MN0303,MN,Community,East Village,X,0.2 PCT ANNUAL CHANCE FLOOD HAZARD,2,18.0444721694
"MULTILINESTRING ((-73.9783398529059 40.72310842636277, -73.97827551978904 40.723081269287675))",1,Manhattan,103,2,74,"26,27",12,EAST 6 STREET,9000719,4,31675,MN0303,MN,Community,East Village,X,AREA OF MINIMAL FLOOD HAZARD,2,20.3931446869
"MULTILINESTRING ((-73.97840884537926 40.72313755188863, -73.9783398529059 40.72310842636277))",1,Manhattan,103,2,74,"26,27",12,EAST 6 STREET,9000718,4,31675,MN0303,MN,Community,East Village,X,AREA OF MINIMAL FLOOD HAZARD,2,21.8704012928
"MULTILINESTRING ((-73.97878699673316 40.72329718883623, -73.97872427277237 40.72327070949213))",1,Manhattan,103,2,74,"26,27",12,EAST 6 STREET,9000709,4,31675,MN0303,MN,Community,East Village,X,0.2 PCT ANNUAL CHANCE FLOOD HAZARD,2,19.8832837258
"MULTILINESTRING ((-73.97846837254599 40.72316268184426, -73.97840884537926 40.72313755188863))",1,Manhattan,103,2,74,"26,27",12,EAST 6 STREET,9000717,4,31675,MN0303,MN,Community,East Village,X,"0.2 PCT ANNUAL CHANCE FLOOD HAZARD,AREA OF MINIMAL FLOOD HAZARD",2,18.8699679343
"MULTILINESTRING ((-73.97852938500961 40.72318843790004, -73.97846837254599 40.72316268184426))",1,Manhattan,103,2,74,"26,27",12,EAST 6 STREET,9000715,4,31675,MN0303,MN,Community,East Village,X,0.2 PCT ANNUAL CHANCE FLOOD HAZARD,2,19.3406330855
"MULTILINESTRING ((-73.97872427277237 40.72327070949213, -73.97865776530935 40.72324263280941))",1,Manhattan,103,2,74,"26,27",12,EAST 6 STREET,9000712,4,31675,MN0303,MN,Community,East Village,X,0.2 PCT ANNUAL CHANCE FLOOD HAZARD,2,21.0826667437
"MULTILINESTRING ((-73.97859478700514 40.723216047087284, -73.97852938500961 40.72318843790004))",1,Manhattan,103,2,74,"26,27",12,EAST 6 STREET,9000714,4,31675,MN0303,MN,Community,East Village,X,0.2 PCT ANNUAL CHANCE FLOOD HAZARD,2,20.7321060345
"MULTILINESTRING ((-73.98616358058538 40.726398232372674, -73.9839578752002 40.72547277133846))",1,Manhattan,103,2,"74,66",27,12,EAST 6 STREET,33094,4,31638,MN0303,MN,Community,East Village,X,AREA OF MINIMAL FLOOD HAZARD,"4,5,6",698.176018217
"MULTILINESTRING ((-73.98616358058538 40.726398232372674, -73.9839578752002 40.72547277133846))",1,Manhattan,103,2,"74,66",27,12,EAST 6 STREET,33094,4,31638,MN0303,MN,Community,East Village,X,AREA OF MINIMAL FLOOD HAZARD,"4,5,6",698.176018217
"MULTILINESTRING ((-73.98616358058538 40.726398232372674, -73.9839578752002 40.72547277133846))",1,Manhattan,103,2,"74,66",27,12,EAST 6 STREET,33094,4,31638,MN0303,MN,Community,East Village,X,AREA OF MINIMAL FLOOD HAZARD,"4,5,6",698.176018217
"MULTILINESTRING ((-73.99077982660825 40.72834617096445, -73.99022459091724 40.728103662292405))",1,Manhattan,103,2,66,27,12,EAST 6 STREET,32752,3,31655,MN0303,MN,Neighborhood,East Village,X,AREA OF MINIMAL FLOOD HAZARD,,177.450788022
"MULTILINESTRING ((-73.99112256689266 40.72856796617425, -73.99110859018305 40.7285449471935, -73.99109262946143 40.72852268718629, -73.99107475455583 40.72850128521325, -73.99105504594749 40.72848083673366, -73.99103359240446 40.728461431804355, -73.99101048624574 40.72844315778087, -73.99098583162825 40.7284260939152, -73.99095973862742 40.72841031765876, -73.99093232205426 40.728395898358734, -73.99090370382244 40.72838289995993, -73.99087401176483 40.728371380104235, -73.99084337726585 40.72836139013018, -73.99081193526183 40.72835297417274, -73.99077982660825 40.72834617096445))",1,Manhattan,"103,102",2,66,27,12,EAST 6 STREET,132674,4,31566,MN0303,MN,Community,"Greenwich Village,East Village",X,AREA OF MINIMAL FLOOD HAZARD,,129.332520603
"MULTILINESTRING ((-73.9798400819673 40.72374016387487, -73.97978358581105 40.72371647417665))",1,Manhattan,103,2,74,"26,27",12,EAST 6 STREET,9000791,4,31662,MN0303,MN,Community,East Village,X,0.2 PCT ANNUAL CHANCE FLOOD HAZARD,2,17.8806945299
"MULTILINESTRING ((-73.97966792249223 40.72366797399154, -73.97928008217818 40.72350534040723))",1,Manhattan,103,2,74,"26,27",12,EAST 6 STREET,9000794,4,31662,MN0303,MN,Community,East Village,X,0.2 PCT ANNUAL CHANCE FLOOD HAZARD,2,122.750429263
"MULTILINESTRING ((-73.98915604013658 40.72765915653842, -73.98853796281773 40.72740161869014))",1,Manhattan,103,2,66,27,12,EAST 6 STREET,310184,4,31596,MN0303,MN,Community,East Village,X,AREA OF MINIMAL FLOOD HAZARD,6,195.323013765
"MULTILINESTRING ((-73.98923210601214 40.72769079945122, -73.98915604013658 40.72765915653842))",1,Manhattan,103,2,66,27,12,EAST 6 STREET,310183,4,31596,MN0303,MN,Community,East Village,X,AREA OF MINIMAL FLOOD HAZARD,,24.0290020284
"MULTILINESTRING ((-73.99022459091724 40.728103662292405, -73.98923210601214 40.72769079945122))",1,Manhattan,103,2,66,27,12,EAST 6 STREET,310181,4,31596,MN0303,MN,Community,East Village,X,AREA OF MINIMAL FLOOD HAZARD,,313.521683225
"MULTILINESTRING ((-73.98084821911054 40.724162905352685, -73.98076810782185 40.724129302104345))",1,Manhattan,103,2,74,"26,27",12,EAST 6 STREET,310178,4,31662,MN0303,MN,Community,East Village,X,AREA OF MINIMAL FLOOD HAZARD,2,25.3566197362
"MULTILINESTRING ((-73.98163135293007 40.72449139553272, -73.98084821911054 40.724162905352685))",1,Manhattan,103,2,74,"26,27",12,EAST 6 STREET,310177,4,31662,MN0303,MN,Community,East Village,X,AREA OF MINIMAL FLOOD HAZARD,"2,4",247.874843483
"MULTILINESTRING ((-73.98163135293007 40.72449139553272, -73.98084821911054 40.724162905352685))",1,Manhattan,103,2,74,"26,27",12,EAST 6 STREET,310177,4,31662,MN0303,MN,Community,East Village,X,AREA OF MINIMAL FLOOD HAZARD,"2,4",247.874843483
"MULTILINESTRING ((-73.98163135293007 40.72449139553272, -73.98084821911054 40.724162905352685))",1,Manhattan,103,2,74,"26,27",12,EAST 6 STREET,310177,4,31662,MN0303,MN,Community,East Village,X,AREA OF MINIMAL FLOOD HAZARD,"2,4",247.874843483
"MULTILINESTRING ((-73.98163135293007 40.72449139553272, -73.98084821911054 40.724162905352685))",1,Manhattan,103,2,74,"26,27",12,EAST 6 STREET,310177,4,31662,MN0303,MN,Community,East Village,X,AREA OF MINIMAL FLOOD HAZARD,"2,4",247.874843483
"MULTILINESTRING ((-73.98076810782185 40.724129302104345, -73.97989434255273 40.7237629166253))",1,Manhattan,103,2,74,"26,27",12,EAST 6 STREET,310176,4,31662,MN0303,MN,Community,East Village,X,"0.2 PCT ANNUAL CHANCE FLOOD HAZARD,AREA OF MINIMAL FLOOD HAZARD",2,276.541197201
"MULTILINESTRING ((-73.97966792249223 40.72366797399154, -73.97928008217818 40.72350534040723))",1,Manhattan,103,2,74,"26,27",12,EAST 6 STREET,9000794,4,31662,MN0303,MN,Community,East Village,X,0.2 PCT ANNUAL CHANCE FLOOD HAZARD,2,122.750429263
"MULTILINESTRING ((-73.97972330135495 40.72369119528509, -73.97966792249223 40.72366797399154))",1,Manhattan,103,2,74,"26,27",12,EAST 6 STREET,9000793,4,31662,MN0303,MN,Community,East Village,X,0.2 PCT ANNUAL CHANCE FLOOD HAZARD,2,17.5271040831
"MULTILINESTRING ((-73.97978358581105 40.72371647417665, -73.97972330135495 40.72369119528509))",1,Manhattan,103,2,74,"26,27",12,EAST 6 STREET,9000792,4,31662,MN0303,MN,Community,East Village,X,0.2 PCT ANNUAL CHANCE FLOOD HAZARD,2,19.0797974454
"MULTILINESTRING ((-73.9798400819673 40.72374016387487, -73.97978358581105 40.72371647417665))",1,Manhattan,103,2,74,"26,27",12,EAST 6 STREET,9000791,4,31662,MN0303,MN,Community,East Village,X,0.2 PCT ANNUAL CHANCE FLOOD HAZARD,2,17.8806945299
"MULTILINESTRING ((-73.98221146372768 40.77714285961253, -73.9825828611546 40.77730283746302))",1,Manhattan,107,6,67,27,10,WEST 70 STREET,164890,4,33139,MN0701,MN,Community,Upper West Side-Lincoln Square,X,AREA OF MINIMAL FLOOD HAZARD,,118.227703618
"MULTILINESTRING ((-73.9821020560413 40.777095738292076, -73.98221146372768 40.77714285961253))",1,Manhattan,107,6,67,27,10,WEST 70 STREET,164889,4,33139,MN0701,MN,Community,Upper West Side-Lincoln Square,X,AREA OF MINIMAL FLOOD HAZARD,,34.82701305
"MULTILINESTRING ((-73.9547008512759 40.76554536638048, -73.95263968803233 40.76467381308609))",1,Manhattan,108,5,76,28,12,EAST 70 STREET,36667,3,33808,MN0801,MN,Neighborhood,Upper East Side-Lenox Hill-Roosevelt Island,X,AREA OF MINIMAL FLOOD HAZARD,"1,4",653.320364606
"MULTILINESTRING ((-73.96316179257971 40.769112288139915, -73.96154785605428 40.76843158164727))",1,Manhattan,108,4,"73,76",28,12,EAST 70 STREET,36435,3,33841,MN0802,MN,Neighborhood,"Upper East Side-Lenox Hill-Roosevelt Island,Upper East Side-Carnegie Hill",X,AREA OF MINIMAL FLOOD HAZARD,,511.235250236
"MULTILINESTRING ((-73.9547008512759 40.76554536638048, -73.95263968803233 40.76467381308609))",1,Manhattan,108,5,76,28,12,EAST 70 STREET,36667,3,33808,MN0801,MN,Neighborhood,Upper East Side-Lenox Hill-Roosevelt Island,X,AREA OF MINIMAL FLOOD HAZARD,"1,4",653.320364606
"MULTILINESTRING ((-73.97691168275233 40.774909124446516, -73.97974565923386 40.77611153035533))",1,Manhattan,"164,107",6,"67,75","29,27",10,WEST 70 STREET,37078,3,33089,MN0701,MN,Neighborhood,"Upper West Side-Lincoln Square,Central Park",X,AREA OF MINIMAL FLOOD HAZARD,,898.89182182
"MULTILINESTRING ((-73.9593196993551 40.767494271022834, -73.95803101587288 40.7669488121961))",1,Manhattan,108,"5,4",76,28,12,EAST 70 STREET,293708,3,33791,MN0801,MN,Neighborhood,Upper East Side-Lenox Hill-Roosevelt Island,X,AREA OF MINIMAL FLOOD HAZARD,,408.556594628
"MULTILINESTRING ((-73.95803101587288 40.7669488121961, -73.95788136595317 40.76688541794644))",1,Manhattan,108,5,76,28,12,EAST 70 STREET,293709,3,33791,MN0801,MN,Neighborhood,Upper East Side-Lenox Hill-Roosevelt Island,X,AREA OF MINIMAL FLOOD HAZARD,,47.4535424768
"MULTILINESTRING ((-73.95751872918595 40.76673179482407, -73.95737350751776 40.766670275493645))",1,Manhattan,108,5,76,28,12,EAST 70 STREET,9003063,3,33791,MN0801,MN,Neighborhood,Upper East Side-Lenox Hill-Roosevelt Island,X,AREA OF MINIMAL FLOOD HAZARD,,46.0496416515
"MULTILINESTRING ((-73.95636477929015 40.76624486992787, -73.9547008512759 40.76554536638048))",1,Manhattan,108,5,76,28,12,EAST 70 STREET,328910,3,33621,MN0801,MN,Neighborhood,Upper East Side-Lenox Hill-Roosevelt Island,X,AREA OF MINIMAL FLOOD HAZARD,4,526.684237073
"MULTILINESTRING ((-73.95751872918595 40.76673179482407, -73.95737350751776 40.766670275493645))",1,Manhattan,108,5,76,28,12,EAST 70 STREET,9003063,3,33791,MN0801,MN,Neighborhood,Upper East Side-Lenox Hill-Roosevelt Island,X,AREA OF MINIMAL FLOOD HAZARD,,46.0496416515
"MULTILINESTRING ((-73.95695607057442 40.766493435127, -73.95636477929015 40.76624486992787))",1,Manhattan,108,5,76,28,12,EAST 70 STREET,328909,3,33621,MN0801,MN,Neighborhood,Upper East Side-Lenox Hill-Roosevelt Island,X,AREA OF MINIMAL FLOOD HAZARD,,187.159135958
"MULTILINESTRING ((-73.95737350751776 40.766670275493645, -73.95695607057442 40.766493435127))",1,Manhattan,108,5,76,28,12,EAST 70 STREET,9003064,3,33791,MN0801,MN,Neighborhood,Upper East Side-Lenox Hill-Roosevelt Island,X,AREA OF MINIMAL FLOOD HAZARD,,132.36975273
"MULTILINESTRING ((-73.95737350751776 40.766670275493645, -73.95695607057442 40.766493435127))",1,Manhattan,108,5,76,28,12,EAST 70 STREET,9003064,3,33791,MN0801,MN,Neighborhood,Upper East Side-Lenox Hill-Roosevelt Island,X,AREA OF MINIMAL FLOOD HAZARD,,132.36975273
