Facility Name,Location Type,Operator,Status,Open,Hours of Operation,Accessibility,Latitude,Longitude
Battery Park Zone 1,Park,NYC Parks,Not Operational,,,,40.70441,-74.0159
Carl Schurz Main Lawn,Park,NYC Parks,Not Operational,,,Partially Accessible,40.77358,-73.945
Tappen Park,Park,NYC Parks,Not Operational,,,,40.62661,-74.0778
Refinery Building,Park,Domino Park,Operational,Year Round,6am-11pm,,40.714424,-73.967306
"Gravesend Library, BPL",Library,BPL,Closed for Construction,Year Round,,Fully Accessible,40.590553,-73.97181
"Aguilar Library, NYPL",Library,NYPL,Closed for Construction,Future,,,40.794223,-73.94346
Maspeth Park,Park,NYC Parks,Operational,Year Round,"8am-4pm, Open later seasonally",,40.7309,-73.9254
Crotona Malls Zone 1,Park,NYC Parks,Not Operational,,,Fully Accessible,40.84284,-73.8855
"Fort Hamilton Library, BPL",Library,BPL,Operational,Year Round,"Monday	10 am - 6 pm
Tuesday	1 pm - 8 pm
Wednesday	10 am - 6 pm
Thursday	10 am - 8 pm
Friday	10 am - 6 pm
Saturday	10 am - 5 pm
Sunday	CLOSED",Fully Accessible,40.616381,-74.031371
Rienzi Playground,Park,NYC Parks,Operational,Year Round,"8am-4pm, Open later seasonally",Fully Accessible,40.88764,-73.8588
Lopez Playground,Park,NYC Parks,Operational,Year Round,"8am-4pm, Open later seasonally",Fully Accessible,40.61127,-74.085
"Andrew Heiskell Braille and Talking Book Library, NYPL",Library,NYPL,Operational,Year Round,"Sunday: Closed 
Monday: 10:00 am - 5:00 pm 
Tuesday: 12:00 pm - 7:00 pm
Wednesday: 10:00 am - 5:00 pm
Thursday: 12:00 pm - 7:00 pm
Friday: 10:00 am - 5:00 pm 
Saturday: 10:00 am - 5:00 pm",Fully Accessible,40.740474,-73.993358
Old Town Playground,Park,NYC Parks,Operational,Year Round,"8am-4pm, Open later seasonally",Fully Accessible,40.59549,-74.0815
575 Fifth Avenue POPS,Privately Owned Public Space,575 Fifth Associates,Operational,Year Round,Everyday 7:00 am-12:00 am,Fully Accessible,40.756276,-73.978243
Fort Greene Park Zone 3,Park,NYC Parks,Operational,Year Round,"8am-4pm, Open later seasonally",,40.69223,-73.9747
Starlight Park Zone 1,Park,NYC Parks,Operational,Year Round,"8am-4pm, Open later seasonally",,40.833733,-73.882888
Clove Lakes Rink,Park,NYC Parks Concessionaire,Operational,Seasonal,"Friday 4:00-10:00pm, Saturday 12:00pm-10:00pm, Sunday 12:00pm-6:00pm",Fully Accessible,40.615832,-74.1079
Mosholu Playground,Park,NYC Parks,Operational,Year Round,"8am-4pm, Open later seasonally",Fully Accessible,40.87266,-73.8829
General Hart Playground,Park,NYC Parks,Operational,Seasonal,"8am-4pm, Open later seasonally",Not Accessible,40.74879,-73.8972
Gertrude Ederle Recreation Center,Park,NYC Parks,Operational,Year Round,"8am-4pm, Open later seasonally",,40.77147,-73.9887
"Great Kills Library, NYPL",Library,NYPL,Operational,Year Round,"Sunday: Closed 
Monday: 11:00 am - 6:00 pm 
Tuesday: 11:00 am - 6:00 pm  
Wednesday: 11:00 am - 6:00 pm  
Thursday: 11:00 am - 6:00 pm  
Friday: 10:00 am - 5:00 pm 
Saturday: 10:00 am - 4:00 pm",Fully Accessible,40.552432,-74.151113
"Sunset Park Library, BPL",Library,BPL,Operational,Year Round,"Monday	10 am - 6 pm
Tuesday	1 pm - 8 pm
Wednesday	10 am - 6 pm
Thursday	10 am - 8 pm
Friday	10 am - 6 pm
Saturday	10 am - 5 pm
Sunday	CLOSED",Partially Accessible,40.64592,-74.013631
De Witt Clinton Park,Park,NYC Parks,Operational,Year Round,"8am-4pm, Open later seasonally",Fully Accessible,40.76821,-73.9946
Arrochar Playground,Park,NYC Parks,Operational,Year Round,"8am-4pm, Open later seasonally",Fully Accessible,40.59784,-74.0712
55 East 52nd Street POPS,Privately Owned Public Space,Park Avenue Plaza Owner LLC,Operational,Year Round,Everyday 8:00 am-10:00 pm,Partially Accessible,40.759132,-73.973672
Potomac Playground,Park,NYC Parks,Operational,Year Round,"8am-4pm, Open later seasonally",Not Accessible,40.68205,-73.9442
"Cypress Hills Library, BPL",Library,BPL,Operational,Year Round,"Monday	10 am - 6 pm
Tuesday	1 pm - 8 pm
Wednesday	10 am - 6 pm
Thursday	10 am - 8 pm
Friday	10 am - 6 pm
Saturday	10 am - 5 pm
Sunday	CLOSED",Fully Accessible,40.672716,-73.874036
Big Bush Playground,Park,NYC Parks,Operational,Seasonal,"8am-4pm, Open later seasonally",Not Accessible,40.74025,-73.9027
"Maspeth Library, QPL",Library,QPL,Operational,Year Round,"Sunday: Closed 
Monday: 10:00 am - 6:00 pm 
Tuesday: 1:00 pm - 6:00 pm 
Wednesday: 10:00 am - 6:00 pm 
Thursday: 12:00 pm - 8:00 pm 
Friday: 10:00 am - 6:00 pm 
Saturday: 10:00 am - 5:00 pm",,40.727004,-73.893106
Nautilus Playground,Park,NYC Parks,Operational,Year Round,"8am-4pm, Open later seasonally",Not Accessible,40.57172,-73.9959
Tilden Playground,Park,NYC Parks,Operational,Year Round,"8am-4pm, Open later seasonally",Fully Accessible,40.6479,-73.9314
"Poppenhusen Library, QPL",Library,QPL,Operational,Year Round,"Sunday: Closed 
Monday: 10:00 am - 6:00 pm 
Tuesday: 1:00 pm - 6:00 pm 
Wednesday: 10:00 am - 6:00 pm 
Thursday: 12:00 pm - 8:00 pm 
Friday: 10:00 am - 6:00 pm 
Saturday: 10:00 am - 5:00 pm",,40.786221,-73.846019
Aqueduct Walk Zone 2,Park,NYC Parks,Operational,Year Round,"8am-4pm, Open later seasonally",Fully Accessible,40.85841,-73.908
Lemon Creek Park Marina,Park,NYC Parks Concessionaire,Operational,Year Round,9:00am-5:00pm,Not Accessible,40.515281,-74.20115
Electric Playground,Park,NYC Parks,Operational,Year Round,"8am-4pm, Open later seasonally",Not Accessible,40.73577,-73.8054
Quisqueya Playground,Park,NYC Parks,Not Operational,,,Not Accessible,40.84723,-73.9312
Allerton Playground,Park,NYC Parks,Operational,Year Round,"8am-4pm, Open later seasonally",Fully Accessible,40.86567,-73.8505
Gorman Playground,Park,NYC Parks,Operational,Year Round,"8am-4pm, Open later seasonally",Not Accessible,40.76194,-73.8842
River Run Playground,Park,NYC Parks,Operational,Year Round,"8am-4pm, Open later seasonally",Not Accessible,40.78733,-73.9821
Poor Richard's Playground,Park,NYC Parks,Operational,Year Round,"8am-4pm, Open later seasonally",Fully Accessible,40.79299,-73.9431
Playground For All Children,Park,NYC Parks,Operational,Year Round,"8am-4pm, Open later seasonally",Fully Accessible,40.84847,-73.8253
"Far Rockaway Library, QPL",Library,QPL,Operational,Year Round,"Sunday: Closed 
Monday: 10:00 am - 6:00 pm 
Tuesday: 1:00 pm - 6:00 pm 
Wednesday: 10:00 am - 6:00 pm 
Thursday: 12:00 pm - 8:00 pm 
Friday: 10:00 am - 6:00 pm 
Saturday: 10:00 am - 5:00 pm",Fully Accessible,40.604322,-73.752481
Sunset Park Playground,Park,NYC Parks,Operational,Year Round,"8am-4pm, Open later seasonally",Fully Accessible,40.64768,-74.005
Hoover - Manton Playgrounds,Park,NYC Parks,Operational,Year Round,"8am-4pm, Open later seasonally",Fully Accessible,40.71052,-73.8201
Joseph Austin Playground,Park,NYC Parks,Operational,Year Round,"8am-4pm, Open later seasonally",Partially Accessible,40.71569,-73.8012
Prospect Park Indoor Tennis,Park,NYC Parks Concessionaire,Operational,Year Round,7:00am-11:00pm,Fully Accessible,40.651267,-73.970257
"Broadway Library, QPL",Library,QPL,Operational,Year Round,"Sunday: Closed
Monday: 10:00 am - 6:00 pm
Tuesday: 1:00 pm - 6:00 pm
Wednesday: 10:00 am - 6:00 pm
Thursday: 12:00 pm - 8:00 pm
Friday: 10:00 am - 6:00 pm
Saturday: 10:00 am - 5:00 pm",Fully Accessible,40.758538,-73.918625
Saw Mill Playground,Park,NYC Parks,Operational,Seasonal,"8am-4pm, Open later seasonally",Fully Accessible,40.80892,-73.9193
Kissena Park Zone 2 (Tennis Courts),Park,NYC Parks,Not Operational,,,Not Accessible,40.74727,-73.8086
Nellie Bly Amusement Park,Park,NYC Parks Concessionaire,Operational,Seasonal,Weekdays - 12pm-Dusk Weekends 11am-Dusk,Not Accessible,40.590614,-73.994912
Pena Herrera Playground,Park,NYC Parks,Operational,Year Round,"8am-4pm, Open later seasonally",Not Accessible,40.64939,-74.0121
Ten Eyck Playground,Park,NYC Parks,Operational,Year Round,"8am-4pm, Open later seasonally",Not Accessible,40.70903,-73.9389
"Countee Cullen Library, NYPL",Library,NYPL,Operational,Year Round,"Sunday: Closed 
Monday: 11:00 am - 7:00 pm 
Tuesday: 11:00 am - 7:00 pm 
Wednesday: 11:00 am - 7:00 pm 
Thursday: 11:00 am - 7:00 pm 
Friday: 11:00 am - 5:00 pm 
Saturday: 10:00 am - 5:00 pm",Fully Accessible,40.814844,-73.941162
Van Cortlandt Classic Playground,Park,NYC Parks,Operational,Year Round,"8am-4pm, Open later seasonally",Fully Accessible,40.8852,-73.8906
Douglaston Golf Course,Park,NYC Parks Concessionaire,Operational,Year Round,6:00am-8:00pm Daily,Fully Accessible,40.752189,-73.732671
Rosewood Playground,Park,NYC Parks,Operational,Year Round,"8am-4pm, Open later seasonally",Fully Accessible,40.87298,-73.8711
"Mosholu Library, NYPL",Library,NYPL,Operational,Year Round,"Sunday: Closed 
Monday: 11:00 am - 7:00 pm 
Tuesday: 11:00 am - 7:00 pm 
Wednesday: 11:00 am - 7:00 pm 
Thursday: 11:00 am - 7:00 pm 
Friday: 10:00 am - 5:00 pm 
Saturday: 10:00 am - 5:00 pm",Fully Accessible,40.874388,-73.878386
Poppenhusen Playground,Park,NYC Parks,Operational,Seasonal,"8am-4pm, Open later seasonally",Not Accessible,40.78142,-73.8445
Barretto Point Park,Park,NYC Parks,Operational,Year Round,"8am-4pm, Open later seasonally",Fully Accessible,40.80591,-73.8886
Brevoort Playground,Park,NYC Parks,Operational,Year Round,"8am-4pm, Open later seasonally",Partially Accessible,40.68068,-73.9227
Twenty-Four Sycamores Park,Park,NYC Parks,Not Operational,,,Fully Accessible,40.75942,-73.9589
"Riverdale Library, NYPL",Library,NYPL,Operational,Year Round,"Sunday: Closed 
Monday: 10:00 am - 6:00 pm 
Tuesday: 10:00 pm - 6:00 pm 
Wednesday: 10:00 am - 6:00 pm 
Thursday: 10:00 pm - 6:00 pm 
Friday: 10:00 am - 5:00 pm 
Saturday: 10:00 am - 5:00 pm",Fully Accessible,40.903731,-73.902774
Baisley Park South Playground,Park,NYC Parks,Operational,Year Round,"8am-4pm, Open later seasonally",Not Accessible,40.66913,-73.7887
John Hancock Playground,Park,NYC Parks,Not Operational,,,,40.682231,-73.955236
Beach 30th Street Playground,Park,NYC Parks,Operational,Year Round,"8am-4pm, Open later seasonally",Fully Accessible,40.59244,-73.7627
Kennedy King Playground,Park,NYC Parks,Operational,Year Round,"8am-4pm, Open later seasonally",Fully Accessible,40.6587,-73.9218
Sheltering Arms Playground,Park,NYC Parks,Operational,Year Round,"8am-4pm, Open later seasonally",Fully Accessible,40.81534,-73.956
Coney Island Beach Zone 2a,Park,NYC Parks,Operational,Year Round,"8am-4pm, Open later seasonally",Fully Accessible,40.57493,-73.9598
North Rochdale Playground,Park,NYC Parks,Operational,Year Round,"8am-4pm, Open later seasonally",Not Accessible,40.68007,-73.7751
Al Quiñones Playground,Park,NYC Parks,Operational,Year Round,"8am-4pm, Open later seasonally",Fully Accessible,40.81545,-73.9014
"Westchester Square Library, NYPL",Library,NYPL,Operational,Year Round,"Sunday: Closed 
Monday: 11:00 am - 7:00 pm 
Tuesday: 10:00 pm - 6:00 pm 
Wednesday: 11:00 am - 7:00 pm 
Thursday: 10:00 pm - 6:00 pm 
Friday: 10:00 am - 5:00 pm 
Saturday: 10:00 am - 5:00 pm",Not Accessible,40.840876,-73.846732
Claremont Zone 1,Park,NYC Parks,Operational,Year Round,"8am-4pm, Open later seasonally",Fully Accessible,40.84151,-73.9068
Mathews-Palmer Playground,Park,NYC Parks,Operational,Year Round,"8am-4pm, Open later seasonally",Not Accessible,40.76122,-73.9929
East River Park Zone 6,Park,NYC Parks,Operational,Year Round,"8am-4pm, Open later seasonally",Fully Accessible,40.72386,-73.9728
Hunts Point Playground,Park,NYC Parks,Operational,Year Round,"8am-4pm, Open later seasonally",Fully Accessible,40.81428,-73.8859
Evergreen Park,Park,NYC Parks,Operational,Year Round,"8am-4pm, Open later seasonally",Not Accessible,40.69705,-73.8964
Russell Sage Playground,Park,NYC Parks,Operational,Year Round,"8am-4pm, Open later seasonally",Not Accessible,40.72396,-73.8516
Van Voorhees Playground,Park,NYC Parks,Operational,Year Round,"8am-4pm, Open later seasonally",Fully Accessible,40.68966,-73.9996
Springfield Park,Park,NYC Parks,Operational,Year Round,"8am-4pm, Open later seasonally",Fully Accessible,40.66083,-73.7623
Corona Plaza APT,Public Plaza,NYC DOT/JCDeceaux,Operational,Year Round,8am-8pm,Fully Accessible,40.74965,-73.862638
Newtown Playground,Park,NYC Parks,Operational,Seasonal,"8am-4pm, Open later seasonally",Not Accessible,40.73625,-73.8698
"Starvos Niarchos Foundation Library, NYPL",Library,NYPL,Operational,Year Round,"Sunday: Closed 
Monday: 8:00 am - 9:00 pm 
Tuesday: 8:00 am - 9:00 pm 
Wednesday: 8:00 am - 9:00 pm 
Thursday: 8:00 am - 9:00 pm  
Friday: 8:00 am - 9:00 pm 
Saturday: 10:00 am - 5:00 pm",Fully Accessible,40.7519,-73.9817
Tompkins Square Park,Park,NYC Parks,Operational,Year Round,"8am-4pm, Open later seasonally",Fully Accessible,40.72683,-73.9814
Mosholu Golf Course,Park,NYC Parks Concessionaire,Operational,Year Round,7:00am-8:00pm Daily,Fully Accessible,40.887057,-73.884205
"Highlawn Library, BPL",Library,BPL,Operational,Year Round,"Monday	10 am - 6 pm
Tuesday	1 pm - 8 pm
Wednesday	10 am - 6 pm
Thursday	10 am - 8 pm
Friday	10 am - 6 pm
Saturday	10 am - 5 pm
Sunday	CLOSED",Fully Accessible,40.605701,-73.986248
"North Hills Library, QPL",Library,QPL,Operational,Year Round,"Sunday: Closed 
Monday: 10:00 am - 6:00 pm 
Tuesday: 1:00 pm - 6:00 pm 
Wednesday: 10:00 am - 6:00 pm 
Thursday: 12:00 pm - 8:00 pm 
Friday: 10:00 am - 6:00 pm 
Saturday: 10:00 am - 5:00 pm",,40.759262,-73.731839
Wallenberg Playground,Park,NYC Parks,Operational,Year Round,"8am-4pm, Open later seasonally",Not Accessible,40.85282,-73.9272
Delphin H. Greene Playground,Park,NYC Parks,Operational,Year Round,"8am-4pm, Open later seasonally",Fully Accessible,40.68465,-73.7287
McKinley Park Playground,Park,NYC Parks,Operational,Year Round,"8am-4pm, Open later seasonally",Not Accessible,40.62657,-74.0167
Kelly Park Playground,Park,NYC Parks,Not Operational,,,Not Accessible,40.60368,-73.9576
"Paerdegat Library, BPL",Library,BPL,Operational,Year Round,"Monday	10 am - 6 pm
Tuesday	1 pm - 8 pm
Wednesday	10 am - 6 pm
Thursday	10 am - 8 pm
Friday	10 am - 6 pm
Saturday	10 am - 5 pm
Sunday	CLOSED",Fully Accessible,40.632645,-73.919986
St. Vartan Park,Park,NYC Parks,Operational,Year Round,"8am-4pm, Open later seasonally",Partially Accessible,40.74496,-73.9733
"Inwood Library, NYPL",Library,NYPL,Operational,Year Round,"Sunday: Closed 
Monday: 10:00 am - 7:00 pm 
Tuesday: 10:00 am - 7:00 pm
Wednesday: 10:00 am - 7:00 pm
Thursday: 10:00 am - 7:00 pm
Friday: 10:00 am - 6:00 pm 
Saturday: 10:00 am - 5:00 pm",Fully Accessible,40.866961,-73.924338
Crispus Attucks Playground,Park,NYC Parks,Operational,Year Round,"8am-4pm, Open later seasonally",Not Accessible,40.68162,-73.9592
Frederick Douglass Playground,Park,NYC Parks,Operational,Year Round,"8am-4pm, Open later seasonally",Not Accessible,40.79701,-73.9677
"Eastern Parkway Library, BPL",Library,BPL,Operational,Year Round,"Monday	10 am - 6 pm
Tuesday	1 pm - 8 pm
Wednesday	10 am - 6 pm
Thursday	10 am - 8 pm
Friday	10 am - 6 pm
Saturday	10 am - 5 pm
Sunday	CLOSED",Fully Accessible,40.668495,-73.933652
Colonel David Marcus Playground,Park,NYC Parks,Operational,Year Round,"8am-4pm, Open later seasonally",Fully Accessible,40.61004,-73.9696
"Hunts Point Library, NYPL",Library,NYPL,Operational,Year Round,"Sunday	CLOSED
Monday	10:00 am - 6:00 pm 
Tuesday	10:00 am - 6:00 pm 
Wednesday	10:00 am - 6:00 pm 
Thursday	10:00 am - 6:00 pm 
Friday	10:00 am - 6:00 pm 
Saturday	10:00 am - 5:00 pm",Fully Accessible,40.818678,-73.894134
Woodlawn Playground,Park,NYC Parks,Operational,Year Round,"8am-4pm, Open later seasonally",Fully Accessible,40.89993,-73.8723
Clearview Cafe,Park,NYC Parks Concessionaire,Operational,Year Round,5:00pm-9:00pm,Fully Accessible,40.786638,-73.792331
Central Park Chess & Checkers House,Park,Central Park Conservancy,Operational,Year Round,7:30am - dusk,Fully Accessible,40.769114,-73.974619
"Stapleton Library, NYPL",Library,NYPL,Operational,Year Round,"Sunday: Closed 
Monday: 11:00 am - 7:00 pm 
Tuesday: 11:00 am - 7:00 pm 
Wednesday: 11:00 am - 7:00 pm 
Thursday: 11:00 am - 7:00 pm 
Friday: 10:00 am - 5:00 pm 
Saturday: 10:00 am - 5:00 pm",Fully Accessible,40.626265,-74.077865
Renaissance Playground,Park,NYC Parks,Operational,Year Round,"8am-4pm, Open later seasonally",Fully Accessible,40.82168,-73.9417
Macombs Dam Park Zone 1 Upper,Park,NYC Parks,Operational,Year Round,"8am-4pm, Open later seasonally",Fully Accessible,40.82838,-73.9298
"Lefferts Library, QPL",Library,QPL,Operational,Year Round,"Sunday: Closed 
Monday: 10:00 am - 6:00 pm 
Tuesday: 1:00 pm - 6:00 pm 
Wednesday: 10:00 am - 6:00 pm 
Thursday: 12:00 pm - 8:00 pm 
Friday: 10:00 am - 6:00 pm 
Saturday: 10:00 am - 5:00 pm",,40.686916,-73.824831
"Rugby Library, BPL",Library,BPL,Operational,Year Round,"Monday	10 am - 6 pm
Tuesday	1 pm - 8 pm
Wednesday	10 am - 6 pm
Thursday	10 am - 8 pm
Friday	10 am - 6 pm
Saturday	10 am - 5 pm
Sunday	CLOSED",Fully Accessible,40.648628,-73.930358
Father Macris Park,Park,NYC Parks,Operational,Year Round,"8am-4pm, Open later seasonally",,40.61681,-74.163049
100% Playground,Park,NYC Parks,Operational,Year Round,"8am-4pm, Open later seasonally",Fully Accessible,40.64679,-73.8995
Bushwick Inlet Park,Park,NYC Parks,Operational,Year Round,"8am-4pm, Open later seasonally",,40.721922,-73.960598
Reservoir (Northwest),Park,NYC Parks,Operational,Year Round,,Partially Accessible,40.78944,-73.9619
Real Good Playground,Park,NYC Parks,Operational,Seasonal,"8am-4pm, Open later seasonally",Fully Accessible,40.73552,-73.8572
Grover Cleveland Playground,Park,NYC Parks,Not Operational,,,Not Accessible,40.7109,-73.9109
St Mary's Playground West,Park,NYC Parks,Operational,Year Round,"8am-4pm, Open later seasonally",Fully Accessible,40.81286,-73.9134
Macombs Dam Park Zone 2 Lower,Park,NYC Parks,Operational,Year Round,"8am-4pm, Open later seasonally",Fully Accessible,40.8275,-73.9284
Bayview Playground,Park,NYC Parks,Operational,Year Round,"8am-4pm, Open later seasonally",Fully Accessible,40.63495,-73.8872
Baruch Playground,Park,NYC Parks,Operational,Year Round,"8am-4pm, Open later seasonally",Fully Accessible,40.71722,-73.9769
Evelina Antonetty Playground,Park,NYC Parks,Operational,Year Round,"8am-4pm, Open later seasonally",,40.81728,-73.9284
Midland Beach Zone 4,Park,NYC Parks,Operational,Seasonal,"8am-4pm, Open later seasonally",,40.573606,-74.083955
Hudson River Park Pier 83,Park,Hudson River Park,Operational,Year Round,9:30am - 9:30pm,Fully Accessible,40.762739,-74.001471
Bathgate Playground,Park,NYC Parks,Operational,Year Round,"8am-4pm, Open later seasonally",,40.84051,-73.8978
Hoffman Park,Park,NYC Parks,Operational,Year Round,"8am-4pm, Open later seasonally",Not Accessible,40.73298,-73.8715
Red Hook Park Zone 3,Park,NYC Parks,Not Operational,,,Fully Accessible,40.67277,-74.0078
Hudson River Park Pier 51,Park,Hudson River Park,Operational,Year Round,7:30am - 8pm,Fully Accessible,40.737997,-74.010384
Clove Lakes Cafe,Park,NYC Parks Concessionaire,Operational,Year Round,11:30am-9:00pm,Partially Accessible,40.617665,-74.108137
Bronx Shore,Park,NYC Parks,Operational,Year Round,"8am-4pm, Open later seasonally",Fully Accessible,40.80055,-73.9239
173 St Playground,Park,NYC Parks,Operational,Year Round,"8am-4pm, Open later seasonally",,40.70186,-73.7835
Arcilla Playground,Park,NYC Parks,Operational,Year Round,"8am-4pm, Open later seasonally",Fully Accessible,40.82717,-73.9146
East Springfield Playground,Park,NYC Parks,Operational,Year Round,"8am-4pm, Open later seasonally",Fully Accessible,40.69869,-73.7399
Sunken Meadow,Park,NYC Parks,Operational,Year Round,"8am-4pm, Open later seasonally",Fully Accessible,40.79555,-73.9189
"St. George Library Center, NYPL",Library,NYPL,Operational,Year Round,"Sunday: Closed 
Monday: 10:00 am - 7:00 pm 
Tuesday: 10:00 am - 7:00 pm 
Wednesday: 10:00 am - 7:00 pm  
Thursday: 10:00 am - 7:00 pm 
Friday: 10:00 am - 5:00 pm 
Saturday: 10:00 am - 5:00 pm",Fully Accessible,40.641808,-74.07668
"Flatbush Library, BPL",Library,BPL,Operational,Year Round,"Monday	10 am - 6 pm
Tuesday	1 pm - 8 pm
Wednesday	10 am - 6 pm
Thursday	10 am - 8 pm
Friday	10 am - 6 pm
Saturday	10 am - 5 pm
Sunday	CLOSED",Partially Accessible,40.651933,-73.958244
Wolfe's Pond Park Zone 2,Park,NYC Parks,Operational,Seasonal,"8am-4pm, Open later seasonally",Fully Accessible,40.51614,-74.1894
"Chatham Square Library, NYPL",Library,NYPL,Operational,Year Round,"Sunday: Closed 
Monday: 9:00 am - 7:00 pm 
Tuesday: 9:00 am - 7:00 pm 
Wednesday: 9:00 am - 7:00 pm 
Thursday: 9:00 am - 7:00 pm 
Friday: 10:00 am - 6:00 pm 
Saturday: 10:00 am - 5:00 pm",Fully Accessible,40.713341,-73.996491
Betsy Head Park,Park,NYC Parks,Operational,Year Round,"8am-4pm, Open later seasonally",Fully Accessible,40.66194,-73.9144
Playground 123,Park,NYC Parks,Operational,Seasonal,"8am-4pm, Open later seasonally",Fully Accessible,40.80998,-73.9559
"Jamaica Bay Library, BPL",Library,BPL,Operational,Year Round,"Monday	10 am - 6 pm
Tuesday	1 pm - 8 pm
Wednesday	10 am - 6 pm
Thursday	10 am - 8 pm
Friday	10 am - 6 pm
Saturday	10 am - 5 pm
Sunday	CLOSED",Fully Accessible,40.634468,-73.889245
101st St. Soccer Field,Park,NYC Parks,Operational,Year Round,"8am-4pm, Open later seasonally",Not Accessible,40.80055,-73.9733
Mt Prospect Park Playground,Park,NYC Parks,Operational,Seasonal,"8am-4pm, Open later seasonally",Not Accessible,40.67216,-73.9659
Owl Hollow Fields,Park,NYC Parks,Operational,Year Round,"8am-4pm, Open later seasonally",,40.56068,-74.196208
"Fresh Meadows Library, QPL",Library,QPL,Operational,Year Round,"Sunday: Closed 
Monday: 10:00 am - 6:00 pm 
Tuesday: 1:00 pm - 6:00 pm 
Wednesday: 10:00 am - 6:00 pm 
Thursday: 12:00 pm - 8:00 pm 
Friday: 10:00 am - 6:00 pm 
Saturday: 10:00 am - 5:00 pm",,40.741591,-73.782283
Mill Pond Park,Park,NYC Parks,Operational,Year Round,"8am-4pm, Open later seasonally",,40.82445,-73.9315
Annadale Playground,Park,NYC Parks,Operational,Seasonal,"8am-4pm, Open later seasonally",Partially Accessible,40.7311,-73.8517
Lower Highland Playground,Park,NYC Parks,Operational,Year Round,"8am-4pm, Open later seasonally",Fully Accessible,40.68404,-73.8858
Harmony Playground,Park,NYC Parks,Operational,Seasonal,"8am-4pm, Open later seasonally",Not Accessible,40.66341,-73.9767
"Columbus Library, NYPL",Library,NYPL,Operational,Year Round,"Sunday: Closed 
Monday: 10:00 am - 7:00 pm 
Tuesday: 10:00 am - 7:00 pm  
Wednesday: 11:00 am - 7:00 pm   
Thursday: 11:00 am - 7:00 pm   
Friday: 10:00 am - 5:00 pm 
Saturday: 10:00 am - 5:00 pm",Fully Accessible,40.764943,-73.991222
"Ulmer Park Library, BPL",Library,BPL,Operational,Year Round,"Monday	10 am - 6 pm
Tuesday	1 pm - 8 pm
Wednesday	10 am - 6 pm
Thursday	10 am - 8 pm
Friday	10 am - 6 pm
Saturday	10 am - 5 pm
Sunday	CLOSED",Fully Accessible,40.592693,-73.988629
Colden Playground,Park,NYC Parks,Not Operational,,,Not Accessible,40.77015,-73.827
Greencroft Playground,Park,NYC Parks,Operational,Year Round,"8am-4pm, Open later seasonally",,40.55206,-74.1361
"Francis Martin Library, NYPL",Library,NYPL,Operational,Year Round,"Sunday: Closed 
Monday: 11:00 am - 7:00 pm 
Tuesday: 11:00 am - 7:00 pm 
Wednesday: 11:00 am - 7:00 pm 
Thursday: 11:00 am - 7:00 pm 
Friday: 10:00 am - 6:00 pm 
Saturday: 10:00 am - 5:00 pm",Fully Accessible,40.85743,-73.909318
Bushwick Playground,Park,NYC Parks,Operational,Year Round,"8am-4pm, Open later seasonally",Fully Accessible,40.70171,-73.9395
Richman (Echo) Park,Park,NYC Parks,Operational,Year Round,"8am-4pm, Open later seasonally",Fully Accessible,40.84958,-73.9021
McKinley Playground,Park,NYC Parks,Operational,Year Round,"8am-4pm, Open later seasonally",Fully Accessible,40.72427,-73.9856
"Edenwald Library, NYPL",Library,NYPL,Operational,Year Round,"Sunday: Closed 
Monday: 10:00 am - 7:00 pm 
Tuesday: 10:00 am - 7:00 pm
Wednesday: 10:00 am - 7:00 pm
Thursday: 10:00 am - 7:00 pm
Friday: 10:00 am - 6:00 pm 
Saturday: 10:00 am - 5:00 pm",Fully Accessible,40.888903,-73.840839
Stables Area,Park,NYC Parks,Operational,Year Round,"8am-4pm, Open later seasonally",Fully Accessible,40.90093,-73.8927
"St. Albans Library, QPL",Library,QPL,Operational,Year Round,"Sunday: Closed 
Monday: 10:00 am - 6:00 pm 
Tuesday: 1:00 pm - 6:00 pm 
Wednesday: 10:00 am - 6:00 pm 
Thursday: 12:00 pm - 8:00 pm 
Friday: 10:00 am - 6:00 pm 
Saturday: 10:00 am - 5:00 pm",,40.692508,-73.760074
Matthews Muliner Playground,Park,NYC Parks,Operational,Year Round,"8am-4pm, Open later seasonally",Fully Accessible,40.84694,-73.8615
Arverne East Nature Preserve,Park,NYC Parks,Operational,Year Round,"8am-4pm, Open later seasonally",,40.59237,-73.7752
"Queensboro Hill Library, QPL",Library,QPL,Closed for Construction,Year Round,,,40.742939,-73.825171
Fermi Playground,Park,NYC Parks,Operational,Year Round,"8am-4pm, Open later seasonally",Not Accessible,40.70031,-73.9285
Paerdegat Basin Marina 1,Park,NYC Parks Concessionaire,Operational,Year Round,9:00am-5:00pm,Partially Accessible,40.624409,-73.903769
"Castle Hill Library, NYPL",Library,NYPL,Operational,Year Round,"Sunday: Closed 
Monday: 10:00 am - 6:00 pm 
Tuesday: 10:00 am - 6:00 pm
Wednesday: 10:00 am - 6:00 pm
Thursday: 10:00 am - 6:00 pm
Friday: 10:00 am - 5:00 pm 
Saturday: 10:00 am - 5:00 pm",Fully Accessible,40.826638,-73.850172
Sol Bloom Playground,Park,NYC Parks,Operational,Year Round,"8am-4pm, Open later seasonally",Not Accessible,40.78985,-73.9687
